id,picture,name,price,authority,date,controller,articleViolated,type,source,summary
1045,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,5000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),05/24/2022,Med Life SA,"Art. 32 (1) b), (2), (4) GDPR",Failure to implement sufficient measures to ensure information security,,"The Romanian DPA has fined MED LIFE S.A. The company had previously disposed of several documents that contained sensitive patient data by disposing of them in a publicly accessible garbage can. Someone found these documents and filed a complaint to the DPA. During the investigation, the DPA discovered that MED LIFE did not take the adequate organizational and technical measures to protect the personal data and to avoid such incidents."
1046,https://www.privacyaffairs.com/wp-content/uploads/2019/10/norway.svg,Norway,9700,Norwegian Supervisory Authority (Datatilsynet),03/15/2022,Unknown company,"Art. 6 (1) GDPR, Art. 13 GDPR, Art. 21 GDPR",Non-compliance with lawful basis for data processing,," The Norwegian DPA has fined a company with EUR 9,700. The DPA had received a complaint from one of the former employees of the company. Apparently, after the termination of the employee’s work contract, both the private and professional emails of the employee’s mailbox were automatically forwarded to an email address administrated by the managing director. During the investigation, the DPA discovered that that the data controller had no valid legal basis to automatically forward the emails. Moreover, the data controller also did not inform the former employee about this processing of his data through the forwarded emails. This is contrary to the data controller’s obligation under Art. 13 GDPR. Consequently, the DPA established that the data controller did not properly comply with a request of objection to the processing that was submitted by the former employee."
1047,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,2000,Spanish Data Protection Authority (AEPD),05/20/2022,Private individual,Art. 6 (1) GDPR,Non-compliance with lawful basis for data processing,,"The Spanish DPA has fined a private individual with EUR 2,000. The individual had taken several photos of a group of minors and police officers without obtaining their consent. Later, he uploaded them to Facebook."
1048,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,1500,Spanish Data Protection Authority (AEPD),05/20/2022,Private Individual,Art. 5 (1) c) GDPR,Failure to comply with data processing principles,,"The Spanish DPA (also known as AEPD) has fined a private individual with EUR 1,500. The data controller had previously installed several video surveillance cameras in his car which also covered parts of the community garage. The DPA concluded that this was a violation of the principle of data minimization."
1049,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,2000,Spanish Data Protection Authority (AEPD),05/20/2022,Private Individual,Art. 6 (1) GDPR,Non-compliance with lawful basis for data processing,,"The Spanish DPA (also known as AEPD) has fined a private individual who operated three websites with EUR 2,000. During the investigation, the DPA found that the three websites lacked a field for giving consent to the processing of the personal data. Additionally, the DPA discovered that the privacy policies on the websites lacked any references to the identity of the data controller and the rights of the data subjects to withdraw their consent from the data processing."
1050,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,50000,Italian Data Protection Authority (Garante),04/07/2022,Palumbo Superyacht Ancona s.r.l.,"Art. 5 (1) a), e) GDPR, Art. 13 GDPR, Art. 12 (3) GDPR, Art. 15 GDPR, Art. 157 Codice della privacy, Art. 166 (2) Codice della privacy",Failure to comply with data processing principles,,"The Italian DPA has fined Palumbo Superyacht Ancona s.r.l. with EUR 5,000. The company had previously blocked an employee’s company email account without obtaining the subject’s consent first. The employee had reported this incident to the company and asked that his email inbox be restored since it contained both business and private emails. However, the company did not comply with his request. During the investigation, the DPA discovered further violations such as the company’s failure to respond to a request of information from the DPA, violating the principle of limiting data retention."
1051,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,20000,Italian Data Protection Authority (Garante),04/07/2022,Made in Italy s.r.l.s.,"Art. 6 GDPR, Art. 7 GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 21 GDPR, Art. 130 (3) Codice della privacy, Art. 157 Codice della privacy, Art. 166 (2) Codice della privacy",Non-compliance with lawful basis for data processing,,"The Italian DPA (also known as Garante) has fined Made in Italy s.r.l.s. with EUR 20,000. A data subject had previously filed a complaint with the DPA after he kept receiving promotional calls from the data controller, even though he had not consented to them. The data controller did not stop these calls even after the data subject had objected to them. The data subject also requested the information about the origin of the data, as well as the deletion of the data. However, the data controller did not respond to this request. Moreover, the data controller did not sufficiently cooperate with the DPA during the investigation."
1052,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,10000,Italian Data Protection Authority (Garante),04/07/2022,Findomestic Banca spa,"Art. 5 (1) a), c) GDPR",Failure to comply with data processing principles,,"The Italian DPA has fined Findomestic Banca spa with EUR 10,000. A customer had previously filed a complaint to the DPA regarding a breach of confidentiality regarding a financial institution. The data controller had unauthorizedly sent over several payment reminders to the wife of the data subject regarding a loan that he had taken out in the past. The wife had guaranteed one of the loans taken by the data subject but not the one in question."
1053,https://www.privacyaffairs.com/wp-content/uploads/2019/10/united-kingdom.svg,United Kingdom,115000, Information Commissioner (ICO),03/10/2022,Tuckers Solicitors LLP,Art. 5 (1) a) f) GDPR,Failure to comply with data processing principles,,"The UK DPA (also known as ICO) has fined the law firm Tuckers Solicitors LLP with EUR 115,000. The law firm suffered a ransomware attack on its systems which led to a personal data breach. During the investigation, the DPA concluded that the law firm had failed to take the proper organizational and technical measures to protect this personal data. This failure had left its systems vulnerable to malware attacks. The attackers encrypted a total of 972,191 files, out of which 24,712 were related to court proceedings. The attacker also siphoned off 60 files and published them in underground data marketplaces. The files contained both personal and special category data such as witness statements, medical records, the names, addresses of the witnesses and victims, and the alleged crimes of the data subjects."
1054,https://www.privacyaffairs.com/wp-content/uploads/2020/07/finland.svg,Finland,8300,Deputy Data Protection Ombudsman,04/29/2022,Telemarketing Company,Art. 58 (2) GDPR,Non-cooperation with Data Protection Authority,,"The Finnish DPA has fined a telemarketing company with EUR 8,300 for failing to comply with a DPA order. One of the customers of the company had requested access to the recording of a sales call. The company, however, did not comply with this request. So, the DPA formally ordered the company to provide the customer with access to the recordings. Later on, the customer reported that the telemarketing company did not comply with the DPA’s order and failed to provide the recordings call."
1055,https://www.privacyaffairs.com/wp-content/uploads/2019/10/united-kingdom.svg,United Kingdom,9000000,Information Commissioner (ICO),05/18/2022,Clearview AI Inc.,"Art. 5 (1) a), e) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 14 GDPR, Art. 15 GDPR, Art. 16 GDPR, Art. 17 GDPR, Art. 21 GDPR, Art. 22 GDPR, Art. 35 GDPR",Failure to comply with data processing principles,,"The UK DPA has fined Clearview AI Inc. with EUR 9 million. The company manages a database of more than 20 billion facial images, including those of UK residents and nationals, from all over the world. This data is collected online from platforms that are publicly accessible, such as social networks. The company has a search service that allows individuals to be identified based on the biometric data that is extracted from these images. The profiles of these individuals can be further improved with information associated with these images, like image tags and geolocation. Clearview AI doesn’t offer these services in the UK but it does offer them in other countries, so the personal data of UK residents is still used. During the investigation, the DPA discovered that the personal data contained within the company’s databases was processed unlawfully without a valid legal basis. Moreover, when the data subjects wanted to exercise their rights under the GDPR, such as the right governed by Art. 15 GDPR, they had to submit more personal data in the form of a photograph that may be matched with the Clearview database. According to the DPA, this is a significant obstacle and deterrent in the exercise of the rights. Additionally, the DPA discovered that the company had violated several of the GDPR principles. For instance, the company had clearly violated the principle of transparency because it failed to adequately inform users about the data processing of their personal data. Clearview also violated the principle of storage limitation because it did not provide a data retention policy, failing to ensure that the data was held for longer than necessary. Finally, Clearview AI did not conduct a privacy impact assessment despite the obvious high risk to the data subjects’ data."
1056,https://www.privacyaffairs.com/wp-content/uploads/2019/10/belgium.svg,Belgium,50000,Belgian Data Protection Authority (APD),05/25/2022,Roularta Media Group,"Art. 5 (1) e) GDPR, Art. 5 (2) GDPR, Art. 6 (1) a) GDPR, Art. 7 (1), (3) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 24 GDPR",Failure to comply with data processing principles,,"The Belgian DPA has fined Roularta Media Group with EUR 50,000. During the investigation, the DPA discovered that the cookie managed used on two websites operated by Roularta failed to comply with the GDPR. To use these cookies, the data controller should have obtained prior consent from its users, except in the cases where the cookies are obligatory for the functionality of the website. The DPA discovered that the consent for the processing of the personal data on Roularta’s websites was not valid because not all conditions were met. Consequently, approximately 60 cookies that were not required were placed on the devices of the users without obtaining their consent first. Roularta also failed to sufficiently inform its users about these cookies. Additionally, the boxes for the consent in placing the third-party cookies were checked in advance even though the users hadn’t checked them (consented to them). Moreover, the DPA discovered that the users could not revoke their consent regarding the cookie placement as easily as they had offered it."
1057,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,10000,Italian Data Protection Authority (Garante),04/07/2022,E-Mac Professional s.r.l.,"Art. 12 (3) GDPR, Art. 15 GDPR",Non-compliance with subjects' rights protection safeguards,,The company failed to respond in a timely manner to the data subject’s request to access their data.
1058,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,1000,Italian Data Protection Authority (Garante),04/28/2022,Educationest s.r.l.,"Art. 5 (1) a), e) GDPR, Art. 6 (1) b), c) GDPR",Failure to comply with data processing principles,,"The Italian has fined Educationest s.r.l. with EUR 1,000. The daycare center had previously sent an email to the families of the children under its care, informing them about the pregnancy and maternity leave of one of the educators. The daycare center had sent this email to prevent any rumor spreading about the teacher’s absence being motivated by covid illness, and to protect her. However, the educator did not consent to the disclosure of her pregnancy status. The DPA concluded that the daycare center Educationest had unlawfully processed the educator’s personal data and violated Art. 5 GDPR and Art. 6 GDPR."
1059,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,1600,Spanish Data Protection Authority (AEPD),05/31/2022,Coron Island SLU,Art. 5 (1) c) GDPR,Failure to comply with data processing principles,,"The Spanish DPA has fined CORON ISLAND SLU with EUR 1,600. A customer had previously filed a complaint with the DPA against the restaurant. The customer had asked for a bill in her name after getting a meal at the restaurant. However, the manager said that he could only issue an invoice if the customer provided her telephone number. The DPA concluded that this was a violation of the principle of data minimization."
1060,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,300,Spanish Data Protection Authority (AEPD),06/01/2022,Private Individual,Art. 5 (1) c) GDPR,Failure to comply with data processing principles,,The private individual used a CCTV camera that captured the foreign private space of a neighbor and the public space.
1061,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,50000,Italian Data Protection Authority (Garante),04/28/2022,Istituto Nazionale Assicurazione Infortuni sul Lavoro,"Art. 5 (1) a), f) GDPR, Art. 6 (1) e) GDPR, Art. 9 (2) g) GDPR, Art. 32 GDPR, Art. 2-ter Codice della privacy, Art. 2-sexies Codice della privacy",Failure to comply with data processing principles,,"The Italian DPA has fined Istituto Nazionale Assicurazione Infortuni sul Lavoro (Public Accident Insurance for Workers) with EUR 50,000. During the investigation, the DPA discovered that on three occasions, both the accident and the occupational illnesses of various employees could be publicly viewed on an online system of the insurance carrier. This data breach had occurred because of an outdated version of the system. The DPA claimed that the insurance carrier did not sufficiently fulfill its duty to take the appropriate organizational and technical measures to prevent the personal data breaches. The insurance carrier should have clearly ensured that the online systems were updated and secured."
1062,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,10000,Italian Data Protection Authority (Garante),04/28/2022,Italian Ministry of Defense,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 10 GDPR, Art. 2-ter Codice della privacy, Art. 2-sexies Codice della privacy, Art. 2-octies Codice della privacy",Failure to comply with data processing principles,,"The Italian DPA has fined the Italian Ministry of Defense with EUR 10,000. One of the employees of the ministry had filed a complaint with the DPA. During the investigation, the DPA discovered that two emails containing sensitive information about the health status of the data subject and various legal proceedings, had ben forwarded without authorization."
1063,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,2000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),06/03/2022,Kaufland Romania SCS ,"Art. 29 GDPR, Art. 32 (1) b) GDPR, Art. 32 (2), (4) GDPR",Failure to implement sufficient measures to ensure information security,,"The Romanian DPA has fined Kaufland Romania SCS with EUR 2,000. The data controller had reported two data breaches to the DPA as per Art. 33 GDPR. One of the employees who processed a complaint did not follow the internal procedures for handling complaints, and allowed a security guard to view and misuse the complainant’s data. Additionally, the data controller had mistakenly forwarded the personal data in one of the customer order forms to an unauthorized third part. This led to the disclosure of the personal data (first name, last name, telephone number, and email address) of the affected Kaufland customer to unauthorized sources. In this sense, the DPA discovered that the data controller did not take the appropriate technical and organizational measures that would ensure the protection and security of the personal data."
1064,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,1000,Spanish Data Protection Authority (AEPD),06/03/2022,Store owner,Art. 13 GDPR,Non-compliance with subjects' rights protection safeguards,,"The Spanish DPA (also known as AEPD) has fined a store owner with EUR 1,000 because it failed to provide information signs about the CCTV surveillance in his establishment."
1065,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,360,Spanish Data Protection Authority (AEPD),06/03/2022,Private individual,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Failure to comply with data processing principles,,"The Spanish DPA (also known as AEPD) has fined a private individual with EUR 360. The data controller had previously installed several video surveillance cameras which, among other things, covered the public space. The DPA concluded that this was a violation of the principle of data minimization. Additionally, the data controller did not properly inform the data subjects about the processing of the data through the video surveillance system, violating its duty to inform."
1066,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,1500,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),06/08/2022,Wens Experience SRL,Art. 28 (2) GDPR,Non-compliance with subjects' rights protection safeguards,,"The Romanian DPA has fined Wens Experience SRL with EUR 1,500. During the investigation, the DPA discovered that Wens Experience, while it acted as the processor of the data controller, engaged another processor to process the employee data without obtaining prior authorization from the data controller. This is a violation of Art. 28 (2) GDPR."
1067,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3000,Spanish Data Protection Authority (AEPD),06/03/2022,"Lodeju, S.L.","Art. 5 (1) c) GDPR, Art. 13 GDPR",Failure to comply with data processing principles,,"The Spanish DPA (also known as AEPD) has fined the restaurant operator LODEJU, S.L. with EUR 3,000. The data controller had previously installed several video surveillance cameras on its premises which also covered the public space. The DPA concluded that this was a violation of the principle of data minimization. Moreover, the data controller did not properly inform the data subject about the processing of this data through the video surveillance, which is also a violation of its duty to inform."
1068,https://www.privacyaffairs.com/wp-content/uploads/2019/10/republic-of-poland.svg,Poland,3500,Polish National Personal Data Protection Office (UODO),06/06/2022,Esselmann Technika Pojazdowa Sp. z o.o. Sp. k.,Art. 33 GDPR,Failure to implement sufficient measures to ensure information security,,"The Polish DPA has fined Esselmann Technika Pojazdowa Sp. z o.o. Sp. k. with EUR 3,500. The data controller had previously suffered a data breach during which a certificate of employment that contained personal data of an employee was lost. The data controller failed to report this data breach to the DPA, violating Art. 33 GDPR."
1069,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,2500,Italian Data Protection Authority (Garante),04/28/2022,“Isabella Gonzaga” high school,"Art. 5 GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 2-ter Codice della privacy, Art. 2-sexties Codice della privacy",Failure to comply with data processing principles,,"The Italian DPA has fined the “Isabella Gonzaga” high school with EUR 2,500. The school had previously published a document, which also contained the personal health data of several teachers, on an online platform for teaching staff. This document contained information about the benefits linked to the health status of the teachers who were entitled to receive such benefits. During the investigation, the DPA discovered that the school had published this data without having a valid legal basis, and so, this was unlawful."
1070,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,1800,Data Protection Authority of Berlin,01/01/2021,Police Officer,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,A police officer had repeatedly accessed data from the police database for a private research purpose.
1071,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,500,Data Protection Authority of Berlin,01/01/2021,Police Officer,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,A police officer had repeatedly accessed data from the police database in order to obtain private information about a colleague.
1072,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,400,Data Protection Authority of Berlin,01/01/2021,Police Officer ,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,"A police officer had accessed the data in a police database for private research purposes. The officer in question had purchased a notebook for private use in an internet platform. The seller did not agree to the negotiations about the method of payment, so the officer used a police information system to obtain information about the seller. The police officer then sent several messages to the seller, mentioning the information he had obtained from the police database through his research. The goal was to force the seller to agree to the payment method suggested by the police officer."
1073,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,170,Data Protection Authority of Hessen,01/01/2021,Restaurant,Art. 5 (1) b) GDPR,Failure to comply with data processing principles,,"To identify a guest who had not paid his bill, several visitors were contacted by the employees of the restaurant. To this end, the employees used the telephone numbers provided by the guests as part of the Covid contact tracing. However, the guests had provided their data only for the infection control purposes, so the DPA concluded that contacting them for the purpose of identifying another guest is a violation of the principle of purpose limitation (Art. 5 (1) b) GDPR)."
1074,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,0,Data Protection Authority of Berlin,01/01/2021,Unknown,Unknown,Unknown,,"To combat the Covid 19 pandemic, a restaurant had created an open list where visitors had to enter their contact data. One of the restaurant employees obtained the first names last names, and phone numbers of all the woman on the contacts list in order to contact them privately and ask them about their relationship status. The DPA concluded that using the personal data from the contact lists for infection control documentation for other purposes aside from contact tracing was unlawful."
1075,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,0,Data Protection Authority of Berlin,01/01/2021,Unknown,Unknown,Unknown,,"To combat the Covid 19 pandemic, a cemetery had created an open list where visitors had to enter their contact data. One of the cemetery employees obtained the first names last names, and phone numbers of all the woman on the contacts list in order to contact them privately and ask them about their relationship status. The DPA concluded that using the personal data from the contact lists for infection control documentation for other purposes aside from contact tracing was unlawful."
1076,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,0,Data Protection Authority of Berlin,01/01/2021,Police Officer,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,A police officer had repeatedly accessed data from the police database for a private research purpose.
1077,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,0,Data Protection Authority of Berlin,01/01/2021,Police Officer,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,A police officer used the witness’ personal data to contact her personally.
1078,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,0,Data Protection Authority of Berlin,01/01/2021,Police Officer,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,"A police officer had previously accessed a police database for private research purposes. The police officer searched for information about his stepson’s investigative process so as to prepare him for his testimony, and also to convince the officer in charge of the case of a different crime sequence."
1079,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,0,Data Protection Authority of Berlin,01/01/2021,Police Officer,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,A police officer had accessed data in a police database to conduct private research. The police officer had queried the new partner of a friend’s ex-wife for fear that the well-being of the common child might be put in danger by the new partner.
1080,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,0,Data Protection Authority of Berlin,01/01/2021,Police Officer,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,"A police officer had accessed data in a police database to conduct private research. The police officer intended to use this information from the database to prepare for his testimony in court, having been accused in a criminal case."
1081,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,0,Data Protection Authority of Berlin,01/01/2021,Unknown,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,"A job center employee had previously accessed the data in the social database systems and in the civil register for private research purposes. The employee wanted to prove that two of her colleagues had a relationship with each other, and she proceeded to check the registration addresses of both of them."
1082,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,0,Data Protection Authority of Berlin,01/01/2021,Job center employee,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,A job center employee had previously accessed the data in the social database systems and in the civil register for private research purposes.
1083,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,0,Data Protection Authority of Berlin,01/01/2021,Unknown,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,No details are available.
1084,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,0,Data Protection Authority of Berlin,01/01/2021,Medicalclinic,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,"The DPA from Berlin has imposed a fine on a medical clinic. Apparently, the clinic had installed 21 cameras on its premises for the purpose of protecting against crime and property damage. This led to the monitoring of the employees and patients around the clock. The clinic relied on the consent given by the employees and the information signs as the legal basis for the video surveillance. However, the DPA concluded that the clinic had no right to base the video surveillance on consent because voluntary consent in the employee-employer relationship is questionable. Moreover, the visible notices of the video surveillance did not allow the conclusion that the patients legally expressed their consent to the observation by simply entering the monitored premises. The DPA could also not find any other evidence that justified this extensive video surveillance of the clinic."
1085,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,0,Data Protection Authority of Berlin,01/01/2021,Beverage retailer,Unknown,Unknown,,"The DPA form Berlin has imposed a fine against a beverage retailer. Apparently, the retailer operated a video surveillance system where the observation angle of the cameras extended into the public space."
1086,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,0,Data Protection Authority of Berlin,01/01/2021,Attorney,"Art. 5 GPDR, Art. 6 GDPR",Failure to comply with data processing principles,,"The DPA from Berlin has imposed a fine on an attorney. The Attorney had been in a legal dispute with a client for several years over a monetary claim. For the last two years, he had published the first and last names, the residential addresses of the client and his family members, and various unredacted parts of the files on his blog. He also invoked the press privilege. However, his was not a journalistic publication. The attorney was clearly concerned with the acceleration of the payment of the monetary amount to which he was allegedly entitled to. The attorney could not refer to the press privilege for the legal basis of the data processing, and the DPA discovered that he had unlawfully processed the data of the data subjects."
1087,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,0,Data Protection Authority of Berlin,01/01/2021,Clinic,Unknown,Unknown,,"The DPA form Berlin has imposed a fine on a clinic. Apparently, the clinic had previously appointed the clinic managed, who was also a shareholder of the clinic, as the data protection officer. Regarding the data protection officer’s tasks and duties, the company must ensure that they do not create a conflict of interest. In this case, however, a conflict of interest had arisen because the clinic manager had to make economic decisions in his executive position. But he also had to monitor the clinic’s compliance with the data protection laws. The DPA concluded that this duality of his roles carried the extensive risk that the patients and employees would be hesitant to ask assistance from the data protection officer, who was also the hospital director, about various questions about the processing of personal data. So, the clinic was fined because it allowed this conflict of interest to exist."
1088,https://www.privacyaffairs.com/wp-content/uploads/2019/10/norway.svg,Norway,30200, Norwegian Supervisory Authority (Datatilsynet),08/02/2022,Krokatjønnvegen 15 AS,Art. 6 GDPR,Non-compliance with lawful basis for data processing,,"The Norwegian DPA (also known as Datatilsynet) has fined Krokatjønnvegen 15 AS with EUR 30,200. The data controller had run credit checks on two of its data subjects without any contractual basis for doing this."
1089,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,2000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),08/04/2022,Sephora Cosmetics România SA,Art. 21 GDPR, Non-compliance with subjects' rights protection safeguards,,"The Romanian DPA has fined Sephora Cosmetics România SA with EUR 2,000. One of the company’s data subjects had received promotional SMS texts from Sephora even though they’d objected several times to the processing of their personal data for marketing purposes. Sephora had also confirmed the termination of the SMS sending. However, this continued until the data subject complained to the DPA."
1090,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,2000, Spanish Data Protection Authority (AEPD),04/08/2022,JAÉN SENTIDO Y COMÚN,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Failure to implement sufficient measures to ensure information,,"The Spanish DPA has fined JAÉN SENTIDO Y COMÚN with EUR 2,000. Apparently, the data controller had sent an email to 241 people in an email open distribution list, thus making the email addresses of all recipients visible to one another."
1091,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3000,Spanish Data Protection Authority (AEPD),07/29/2022,"ESTUDIOS EUROPEOS DE POSTGRADO Y EMPRESA, S.L.","Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Failure to implement sufficient measures to ensure information,,"The Spanish DPA has fined ESTUDIOS EUROPEOS Y EMPRESA, S.L. with EUR 3,000. One of the company’s employees had filed a complaint to the DPA. Apparently, she had received access to the company’s email account upon being hired. However, when she accessed the email account given to her, she found out that it was the email account of another employee. So, she was able to access all of the emails received and sent by that employee. During the investigation, the DPA determined that the data controller did not properly configure the email accounts and had thus breached its duty to implement the appropriate organizational and technical measures that would protect the personal data."
1092,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,9600,Spanish Data Protection Authority (AEPD),08/01/2022,"LAST LAP, S.L.","Art. 6 GDPR, Art. 9 GDPR",Non-compliance with lawful basis for data processing,,"The Spanish DPA has fined LAST LAP, S.L. with EUR 9,600. This company organizes the San Silvestre road running race. During one of the shows, the race participants were required to show their vaccination certificates or offer a PCR or antigen test before participating in the race. During the investigation, the DPA discovered that the company did not have any reasonable legal basis for processing this health data. The original fine of EUR 16,000 was reduced to EUR 9,600 due to admission of responsibility and voluntary payment."
1093,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,26000,Italian Data Protection Authority (Garante),08/01/2022,Policoro municipality,"Art. 5 (1) a), e) GDPR, Art. 5 (2) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 24 GDPR, Art. 38 (6) GDPR",Failure to comply with data processing principles,,"Art. 5 (1) a), e) GDPR, Art. 5 (2) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 24 GDPR, Art. 38 (6) GDPR Description: The Italian DPA has fined the Policoro Municipality with EUR 26,000. The Italian municipality had previously installed a video surveillance system without offering sufficient information about this. Additionally, the DPA discovered that the municipality had not established a data retention period for the video surveillance recordings, keeping them for an unjustified period of time. Moreover, the DPA also found that the municipality had not fulfilled its obligations in naming a data protection officer. The municipality had instead appointed its attorney as the data protection officer, but this is a conflict of interest, the DPA concluded."
1094,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,20000,Italian Data Protection Authority (Garante),05/13/2022,Synlab Med srl,"Art. 5 (1) a), c) GDPR, Art. 9 GDPR, Art. 2-ter Codice della privacy",Failure to comply with data processing principles,,"The Italian DPA has fined Synlab Med srl with EUR 2,000. The company had previously conducted Covid-19 tests for various regional health authorities. Regarding these tests, the company had inadvertently sent the results of 31 people to the wrong health authority."
1095,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,7000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),08/09/2022,CDI Transport Intern și Internațional SRL,"Art. 12 (1) GDPR, Art. 58 (1) a), e) GDPR",Non-compliance with subjects' rights protection safeguards,,"The Romanian DPA has fined CDI Transport Intern și Internațional SRL with EUR 7,000. During the investigation, the DPA discovered that the company’s website did not offer any information about the rights of the data subject regarding the GDPR laws, and how they can exercise those rights. Moreover, the company also failed to provide the DPA with the requested information in a timely manner."
1096,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,600,Spanish Data Protection Authority (AEPD),08/08/2022,Restaurant owner ,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Failure to comply with data processing principles,,"The Spanish DPA (also known as AEPD) has fined a restaurant owner with EUR 600. The data controller had previously installed several video surveillance cameras. These cameras filmed, among other things, the public space. The DPA concluded that this was a violation of the principle of data minimization. Additionally, the data controller also failed to comply with its duty to properly inform the public about the CCTV system."
